image,label
TRAIN_00119.png,1751
TRAIN_00120.png,1238
TRAIN_00121.png,774
TRAIN_00122.png,1319
TRAIN_00123.png,1238
TRAIN_00124.png,774
TRAIN_00125.png,1319
TRAIN_00126.png,1751
TRAIN_00127.png,774
TRAIN_00128.png,1751
TRAIN_00129.png,918
TRAIN_00130.png,918
TRAIN_00131.png,1751
TRAIN_00132.png,918
TRAIN_00133.png,774
TRAIN_00134.png,1751
TRAIN_00135.png,918
TRAIN_00136.png,1319
TRAIN_00137.png,1751
TRAIN_00138.png,918
TRAIN_00139.png,918
TRAIN_00140.png,1751
TRAIN_00141.png,1319
TRAIN_00142.png,774
TRAIN_00143.png,918
TRAIN_00144.png,918
TRAIN_00145.png,1751
TRAIN_00146.png,918
TRAIN_00147.png,1319
TRAIN_00148.png,774
TRAIN_00149.png,918
TRAIN_00150.png,918
TRAIN_00151.png,774
TRAIN_00152.png,918
TRAIN_00153.png,918
TRAIN_00154.png,774
TRAIN_00155.png,918
TRAIN_00156.png,774
TRAIN_00157.png,918
TRAIN_00158.png,1751
TRAIN_00159.png,774
TRAIN_00160.png,1751
TRAIN_00161.png,918
TRAIN_00162.png,774
TRAIN_00163.png,1751
TRAIN_00164.png,918
TRAIN_00165.png,774
TRAIN_00166.png,774
TRAIN_00167.png,918
TRAIN_00168.png,738
TRAIN_00169.png,739
TRAIN_00170.png,738
TRAIN_00171.png,967
TRAIN_00172.png,739
TRAIN_00173.png,738
TRAIN_00174.png,739
TRAIN_00175.png,739
TRAIN_00176.png,738
TRAIN_00177.png,739
TRAIN_00178.png,739
TRAIN_00179.png,738
TRAIN_00180.png,844
TRAIN_00181.png,967
TRAIN_00182.png,738
TRAIN_00183.png,967
TRAIN_00184.png,738
TRAIN_00185.png,1132
TRAIN_00186.png,844
TRAIN_00187.png,738
TRAIN_00188.png,844
TRAIN_00189.png,967
TRAIN_00190.png,-1
TRAIN_00191.png,844
TRAIN_00192.png,967
TRAIN_00193.png,738
TRAIN_00194.png,844
TRAIN_00195.png,1132
TRAIN_00196.png,967
TRAIN_00197.png,968
TRAIN_00198.png,1132
TRAIN_00199.png,968
TRAIN_00200.png,968
TRAIN_00201.png,967
TRAIN_00202.png,968
TRAIN_00203.png,968
TRAIN_00204.png,967
TRAIN_00205.png,968
TRAIN_00206.png,968
TRAIN_00207.png,1132
TRAIN_00208.png,968
TRAIN_00209.png,968
TRAIN_00210.png,726
TRAIN_00211.png,739
TRAIN_00212.png,726
TRAIN_00213.png,844
TRAIN_00214.png,727
TRAIN_00215.png,726
TRAIN_00216.png,726
TRAIN_00217.png,739
TRAIN_00218.png,726
TRAIN_00219.png,727
TRAIN_00220.png,844
TRAIN_00221.png,726
TRAIN_00222.png,727
TRAIN_00223.png,844
TRAIN_00224.png,739
TRAIN_00225.png,968
TRAIN_00226.png,844
TRAIN_00227.png,1747
TRAIN_00228.png,1747
TRAIN_00229.png,739
TRAIN_00230.png,739
TRAIN_00231.png,968
TRAIN_00232.png,844
TRAIN_00233.png,1747
TRAIN_00234.png,1747
TRAIN_00235.png,844
TRAIN_00236.png,967
TRAIN_00237.png,1747
TRAIN_00238.png,727
TRAIN_00239.png,1747
TRAIN_00240.png,727
TRAIN_00241.png,1747
TRAIN_00242.png,844
TRAIN_00243.png,727
TRAIN_00244.png,844
TRAIN_00245.png,1747
TRAIN_00246.png,727
TRAIN_00247.png,844
TRAIN_00248.png,1747
TRAIN_00249.png,727
TRAIN_00250.png,844
TRAIN_00251.png,1747
TRAIN_00252.png,237
TRAIN_00253.png,1366
TRAIN_00254.png,237
TRAIN_00255.png,1913
TRAIN_00256.png,1058
TRAIN_00257.png,237
TRAIN_00258.png,1058
TRAIN_00259.png,1366
TRAIN_00260.png,237
TRAIN_00261.png,1058
TRAIN_00262.png,564
TRAIN_00263.png,237
TRAIN_00264.png,1058
TRAIN_00265.png,1913
TRAIN_00266.png,1366
TRAIN_00267.png,899
TRAIN_00268.png,1913
TRAIN_00269.png,899
TRAIN_00270.png,1366
TRAIN_00271.png,1366
TRAIN_00272.png,1366
TRAIN_00273.png,899
TRAIN_00274.png,564
TRAIN_00275.png,1366
TRAIN_00276.png,899
TRAIN_00277.png,1913
TRAIN_00278.png,1366
TRAIN_00279.png,899
TRAIN_00280.png,237
TRAIN_00281.png,564
TRAIN_00282.png,237
TRAIN_00283.png,1913
TRAIN_00284.png,1058
TRAIN_00285.png,237
TRAIN_00286.png,1058
TRAIN_00287.png,564
TRAIN_00288.png,237
TRAIN_00289.png,1058
TRAIN_00290.png,1913
TRAIN_00291.png,237
TRAIN_00292.png,1058
TRAIN_00293.png,1913
TRAIN_00294.png,564
TRAIN_00295.png,899
TRAIN_00296.png,1913
TRAIN_00297.png,899
TRAIN_00298.png,1366
TRAIN_00299.png,564
TRAIN_00300.png,1366
TRAIN_00301.png,899
TRAIN_00302.png,1913
TRAIN_00303.png,1366
TRAIN_00304.png,899
TRAIN_00305.png,1913
TRAIN_00306.png,1366
TRAIN_00307.png,899
TRAIN_00308.png,-1
TRAIN_00309.png,854
TRAIN_00310.png,-1
TRAIN_00311.png,854
TRAIN_00312.png,229
TRAIN_00313.png,-1
TRAIN_00314.png,229
TRAIN_00315.png,854
TRAIN_00316.png,-1
TRAIN_00317.png,229
TRAIN_00318.png,854
TRAIN_00319.png,-1
TRAIN_00320.png,229
TRAIN_00321.png,854
TRAIN_00322.png,-1
TRAIN_00323.png,229
TRAIN_00324.png,292
TRAIN_00325.png,217
TRAIN_00326.png,291
TRAIN_00327.png,292
TRAIN_00328.png,-1
TRAIN_00329.png,229
TRAIN_00330.png,292
TRAIN_00331.png,-1
TRAIN_00332.png,229
TRAIN_00333.png,292
TRAIN_00334.png,217
TRAIN_00335.png,217
TRAIN_00336.png,291
TRAIN_00337.png,854
TRAIN_00338.png,291
TRAIN_00339.png,217
TRAIN_00340.png,217
TRAIN_00341.png,291
TRAIN_00342.png,230
TRAIN_00343.png,854
TRAIN_00344.png,291
TRAIN_00345.png,217
TRAIN_00346.png,854
TRAIN_00347.png,291
TRAIN_00348.png,217
TRAIN_00349.png,217
TRAIN_00350.png,1024
TRAIN_00351.png,230
TRAIN_00352.png,292
TRAIN_00353.png,217
TRAIN_00354.png,291
TRAIN_00355.png,1024
TRAIN_00356.png,291
TRAIN_00357.png,230
TRAIN_00358.png,1024
TRAIN_00359.png,291
TRAIN_00360.png,230
TRAIN_00361.png,292
TRAIN_00362.png,291
TRAIN_00363.png,217
TRAIN_00364.png,-1
TRAIN_00365.png,854
TRAIN_00366.png,291
TRAIN_00367.png,854
TRAIN_00368.png,230
TRAIN_00369.png,-1
TRAIN_00370.png,-1
TRAIN_00371.png,854
TRAIN_00372.png,291
TRAIN_00373.png,230
TRAIN_00374.png,854
TRAIN_00375.png,291
TRAIN_00376.png,229
TRAIN_00377.png,854
TRAIN_00378.png,1855
TRAIN_00379.png,1855
TRAIN_00380.png,507
TRAIN_00381.png,969
TRAIN_00382.png,1855
TRAIN_00383.png,1855
TRAIN_00384.png,1855
TRAIN_00385.png,1855
TRAIN_00386.png,1855
TRAIN_00387.png,1855
TRAIN_00388.png,1855
TRAIN_00389.png,507
TRAIN_00390.png,969
TRAIN_00391.png,969
TRAIN_00392.png,507
TRAIN_00393.png,969
TRAIN_00394.png,507
TRAIN_00395.png,508
TRAIN_00396.png,508
TRAIN_00397.png,507
TRAIN_00398.png,969
TRAIN_00399.png,969
TRAIN_00400.png,507
TRAIN_00401.png,508
TRAIN_00402.png,508
TRAIN_00403.png,507
TRAIN_00404.png,507
TRAIN_00405.png,508
TRAIN_00406.png,1855
TRAIN_00407.png,1194
TRAIN_00408.png,969
TRAIN_00409.png,1194
TRAIN_00410.png,1281
TRAIN_00411.png,1855
TRAIN_00412.png,1194
TRAIN_00413.png,1194
TRAIN_00414.png,1855
TRAIN_00415.png,1281
TRAIN_00416.png,1194
TRAIN_00417.png,969
TRAIN_00418.png,1281
TRAIN_00419.png,1194
TRAIN_00420.png,969
TRAIN_00421.png,1194
TRAIN_00422.png,508
TRAIN_00423.png,934
TRAIN_00424.png,1059
TRAIN_00425.png,969
TRAIN_00426.png,1281
TRAIN_00427.png,1194
TRAIN_00428.png,508
TRAIN_00429.png,1059
TRAIN_00430.png,934
TRAIN_00431.png,508
TRAIN_00432.png,934
TRAIN_00433.png,934
TRAIN_00434.png,1855
TRAIN_00435.png,914
TRAIN_00436.png,507
TRAIN_00437.png,970
TRAIN_00438.png,969
TRAIN_00439.png,1855
TRAIN_00440.png,1855
TRAIN_00441.png,914
TRAIN_00442.png,1855
TRAIN_00443.png,969
TRAIN_00444.png,969
TRAIN_00445.png,507
TRAIN_00446.png,969
TRAIN_00447.png,970
TRAIN_00448.png,914
TRAIN_00449.png,1194
TRAIN_00450.png,970
TRAIN_00451.png,184
TRAIN_00452.png,1281
TRAIN_00453.png,914
TRAIN_00454.png,1194
TRAIN_00455.png,1194
TRAIN_00456.png,969
TRAIN_00457.png,1281
TRAIN_00458.png,1194
TRAIN_00459.png,970
TRAIN_00460.png,1281
TRAIN_00461.png,184
TRAIN_00462.png,970
TRAIN_00463.png,184
TRAIN_00464.png,508
TRAIN_00465.png,934
TRAIN_00466.png,1059
TRAIN_00467.png,970
TRAIN_00468.png,1281
TRAIN_00469.png,184
TRAIN_00470.png,508
TRAIN_00471.png,1059
TRAIN_00472.png,934
TRAIN_00473.png,508
TRAIN_00474.png,934
TRAIN_00475.png,934
TRAIN_00476.png,1391
TRAIN_00477.png,-1
TRAIN_00478.png,1391
TRAIN_00479.png,1396
TRAIN_00480.png,2254
TRAIN_00481.png,1391
TRAIN_00482.png,1391
TRAIN_00483.png,-1
TRAIN_00484.png,1391
TRAIN_00485.png,2254
TRAIN_00486.png,2254
TRAIN_00487.png,1391
TRAIN_00488.png,1396
TRAIN_00489.png,1396
TRAIN_00490.png,-1
TRAIN_00491.png,893
TRAIN_00492.png,1396
TRAIN_00493.png,893
TRAIN_00494.png,547
TRAIN_00495.png,-1
TRAIN_00496.png,893
TRAIN_00497.png,893
TRAIN_00498.png,2254
TRAIN_00499.png,547
TRAIN_00500.png,893
TRAIN_00501.png,1396
TRAIN_00502.png,547
TRAIN_00503.png,893
TRAIN_00504.png,2254
TRAIN_00505.png,547
TRAIN_00506.png,1396
TRAIN_00507.png,547
TRAIN_00508.png,1396
TRAIN_00509.png,2254
TRAIN_00510.png,2254
TRAIN_00511.png,547
TRAIN_00512.png,1396
TRAIN_00513.png,1396
TRAIN_00514.png,547
TRAIN_00515.png,1396
TRAIN_00516.png,1396
TRAIN_00517.png,547
TRAIN_00518.png,2111
TRAIN_00519.png,2117
TRAIN_00520.png,2111
TRAIN_00521.png,752
TRAIN_00522.png,2112
TRAIN_00523.png,2111
TRAIN_00524.png,2112
TRAIN_00525.png,2117
TRAIN_00526.png,2111
TRAIN_00527.png,2112
TRAIN_00528.png,2117
TRAIN_00529.png,2111
TRAIN_00530.png,2112
TRAIN_00531.png,752
TRAIN_00532.png,2111
TRAIN_00533.png,2112
TRAIN_00534.png,1127
TRAIN_00535.png,861
TRAIN_00536.png,2111
TRAIN_00537.png,2111
TRAIN_00538.png,2111
TRAIN_00539.png,2112
TRAIN_00540.png,2111
TRAIN_00541.png,2111
TRAIN_00542.png,2112
TRAIN_00543.png,1127
TRAIN_00544.png,2111
TRAIN_00545.png,861
TRAIN_00546.png,-1
TRAIN_00547.png,527
TRAIN_00548.png,1341
TRAIN_00549.png,373
TRAIN_00550.png,1341
TRAIN_00551.png,2327
TRAIN_00552.png,1303
TRAIN_00553.png,527
TRAIN_00554.png,1341
TRAIN_00555.png,1341
TRAIN_00556.png,373
TRAIN_00557.png,1341
TRAIN_00558.png,1341
TRAIN_00559.png,373
TRAIN_00560.png,1341
TRAIN_00561.png,373
TRAIN_00562.png,1127
TRAIN_00563.png,1303
TRAIN_00564.png,1303
TRAIN_00565.png,1341
TRAIN_00566.png,1341
TRAIN_00567.png,373
TRAIN_00568.png,1127
TRAIN_00569.png,1303
TRAIN_00570.png,373
TRAIN_00571.png,1127
TRAIN_00572.png,1303
TRAIN_00573.png,1303
TRAIN_00574.png,527
TRAIN_00575.png,1754
TRAIN_00576.png,373
TRAIN_00577.png,674
TRAIN_00578.png,373
TRAIN_00579.png,527
TRAIN_00580.png,1756
TRAIN_00581.png,1754
TRAIN_00582.png,373
TRAIN_00583.png,373
TRAIN_00584.png,693
TRAIN_00585.png,373
TRAIN_00586.png,373
TRAIN_00587.png,674
TRAIN_00588.png,1354
TRAIN_00589.png,592
TRAIN_00590.png,1354
TRAIN_00591.png,937
TRAIN_00592.png,-1
TRAIN_00593.png,1354
TRAIN_00594.png,-1
TRAIN_00595.png,592
TRAIN_00596.png,1963
TRAIN_00597.png,-1
TRAIN_00598.png,937
TRAIN_00599.png,1354
TRAIN_00600.png,2060
TRAIN_00601.png,937
TRAIN_00602.png,1354
TRAIN_00603.png,937
TRAIN_00604.png,1354
TRAIN_00605.png,937
TRAIN_00606.png,1302
TRAIN_00607.png,1354
TRAIN_00608.png,2060
TRAIN_00609.png,937
TRAIN_00610.png,1354
TRAIN_00611.png,1302
TRAIN_00612.png,937
TRAIN_00613.png,1354
TRAIN_00614.png,1302
TRAIN_00615.png,937
TRAIN_00616.png,592
TRAIN_00617.png,2138
TRAIN_00618.png,937
TRAIN_00619.png,2138
TRAIN_00620.png,965
TRAIN_00621.png,592
TRAIN_00622.png,965
TRAIN_00623.png,2138
TRAIN_00624.png,937
TRAIN_00625.png,965
TRAIN_00626.png,2138
TRAIN_00627.png,937
TRAIN_00628.png,965
TRAIN_00629.png,2138
TRAIN_00630.png,-1
TRAIN_00631.png,965
TRAIN_00632.png,1302
TRAIN_00633.png,965
TRAIN_00634.png,937
TRAIN_00635.png,-1
TRAIN_00636.png,937
TRAIN_00637.png,965
TRAIN_00638.png,2060
TRAIN_00639.png,937
TRAIN_00640.png,965
TRAIN_00641.png,1302
TRAIN_00642.png,937
TRAIN_00643.png,965
TRAIN_00644.png,938
TRAIN_00645.png,1677
TRAIN_00646.png,2433
TRAIN_00647.png,858
TRAIN_00648.png,587
TRAIN_00649.png,938
TRAIN_00650.png,587
TRAIN_00651.png,1677
TRAIN_00652.png,2433
TRAIN_00653.png,587
TRAIN_00654.png,858
TRAIN_00655.png,2433
TRAIN_00656.png,713
TRAIN_00657.png,858
TRAIN_00658.png,858
TRAIN_00659.png,-1
TRAIN_00660.png,861
TRAIN_00661.png,-1
TRAIN_00662.png,861
TRAIN_00663.png,858
TRAIN_00664.png,870
TRAIN_00665.png,-1
TRAIN_00666.png,861
TRAIN_00667.png,861
TRAIN_00668.png,-1
TRAIN_00669.png,861
TRAIN_00670.png,861
TRAIN_00671.png,-1
TRAIN_00672.png,587
TRAIN_00673.png,870
TRAIN_00674.png,1071
TRAIN_00675.png,861
TRAIN_00676.png,858
TRAIN_00677.png,587
TRAIN_00678.png,858
TRAIN_00679.png,870
TRAIN_00680.png,713
TRAIN_00681.png,858
TRAIN_00682.png,870
TRAIN_00683.png,1071
TRAIN_00684.png,861
TRAIN_00685.png,861
TRAIN_00686.png,938
TRAIN_00687.png,1677
TRAIN_00688.png,2433
TRAIN_00689.png,858
TRAIN_00690.png,587
TRAIN_00691.png,938
TRAIN_00692.png,587
TRAIN_00693.png,1677
TRAIN_00694.png,938
TRAIN_00695.png,587
TRAIN_00696.png,858
TRAIN_00697.png,2433
TRAIN_00698.png,713
TRAIN_00699.png,858
TRAIN_00700.png,587
TRAIN_00701.png,870
TRAIN_00702.png,1071
TRAIN_00703.png,861
TRAIN_00704.png,858
TRAIN_00705.png,587
TRAIN_00706.png,858
TRAIN_00707.png,870
TRAIN_00708.png,713
TRAIN_00709.png,858
TRAIN_00710.png,870
TRAIN_00711.png,1071
TRAIN_00712.png,861
TRAIN_00713.png,861
TRAIN_00714.png,1886
TRAIN_00715.png,-1
TRAIN_00716.png,1886
TRAIN_00717.png,1497
TRAIN_00718.png,1886
TRAIN_00719.png,1886
TRAIN_00720.png,1354
TRAIN_00721.png,-1
TRAIN_00722.png,1886
TRAIN_00723.png,1886
TRAIN_00724.png,1497
TRAIN_00725.png,1886
TRAIN_00726.png,1886
TRAIN_00727.png,1497
TRAIN_00728.png,-1
TRAIN_00729.png,871
TRAIN_00730.png,1497
TRAIN_00731.png,871
TRAIN_00732.png,1189
TRAIN_00733.png,-1
TRAIN_00734.png,1189
TRAIN_00735.png,871
TRAIN_00736.png,1497
TRAIN_00737.png,1189
TRAIN_00738.png,871
TRAIN_00739.png,1497
TRAIN_00740.png,1189
TRAIN_00741.png,871
TRAIN_00742.png,1963
TRAIN_00743.png,-1
TRAIN_00744.png,2433
TRAIN_00745.png,579
TRAIN_00746.png,1040
TRAIN_00747.png,1963
TRAIN_00748.png,1749
TRAIN_00749.png,-1
TRAIN_00750.png,2433
TRAIN_00751.png,1040
TRAIN_00752.png,579
TRAIN_00753.png,2433
TRAIN_00754.png,713
TRAIN_00755.png,579
TRAIN_00756.png,-1
TRAIN_00757.png,-1
TRAIN_00758.png,579
TRAIN_00759.png,-1
TRAIN_00760.png,154
TRAIN_00761.png,-1
TRAIN_00762.png,154
TRAIN_00763.png,-1
TRAIN_00764.png,579
TRAIN_00765.png,154
TRAIN_00766.png,-1
TRAIN_00767.png,579
TRAIN_00768.png,154
TRAIN_00769.png,-1
TRAIN_00770.png,1040
TRAIN_00771.png,154
TRAIN_00772.png,713
TRAIN_00773.png,154
TRAIN_00774.png,579
TRAIN_00775.png,1040
TRAIN_00776.png,579
TRAIN_00777.png,154
TRAIN_00778.png,713
TRAIN_00779.png,579
TRAIN_00780.png,154
TRAIN_00781.png,713
TRAIN_00782.png,579
TRAIN_00783.png,154
TRAIN_00784.png,1975
TRAIN_00785.png,455
TRAIN_00786.png,1975
TRAIN_00787.png,1769
TRAIN_00788.png,1732
TRAIN_00789.png,1975
TRAIN_00790.png,-1
TRAIN_00791.png,455
TRAIN_00792.png,1975
TRAIN_00793.png,1732
TRAIN_00794.png,1996
TRAIN_00795.png,1975
TRAIN_00796.png,-1
TRAIN_00797.png,1769
TRAIN_00798.png,455
TRAIN_00799.png,2155
TRAIN_00800.png,1769
TRAIN_00801.png,2155
TRAIN_00802.png,1997
TRAIN_00803.png,455
TRAIN_00804.png,-1
TRAIN_00805.png,2155
TRAIN_00806.png,1996
TRAIN_00807.png,1997
TRAIN_00808.png,1611
TRAIN_00809.png,1769
TRAIN_00810.png,1675
TRAIN_00811.png,2155
TRAIN_00812.png,1769
TRAIN_00813.png,2155
TRAIN_00814.png,1769
TRAIN_00815.png,238
TRAIN_00816.png,-1
TRAIN_00817.png,1769
TRAIN_00818.png,1675
TRAIN_00819.png,2155
TRAIN_00820.png,1769
TRAIN_00821.png,-1
TRAIN_00822.png,238
TRAIN_00823.png,1769
TRAIN_00824.png,-1
TRAIN_00825.png,238
TRAIN_00826.png,1732
TRAIN_00827.png,1996
TRAIN_00828.png,1975
TRAIN_00829.png,1769
TRAIN_00830.png,1996
TRAIN_00831.png,1732
TRAIN_00832.png,1996
TRAIN_00833.png,1996
TRAIN_00834.png,1732
TRAIN_00835.png,1996
TRAIN_00836.png,1997
TRAIN_00837.png,1975
TRAIN_00838.png,1769
TRAIN_00839.png,1769
TRAIN_00840.png,1997
TRAIN_00841.png,1611
TRAIN_00842.png,1769
TRAIN_00843.png,238
TRAIN_00844.png,1675
TRAIN_00845.png,1997
TRAIN_00846.png,1675
TRAIN_00847.png,1611
TRAIN_00848.png,1769
TRAIN_00849.png,1675
TRAIN_00850.png,2155
TRAIN_00851.png,1769
TRAIN_00852.png,2155
TRAIN_00853.png,238
TRAIN_00854.png,-1
TRAIN_00855.png,2138
TRAIN_00856.png,1675
TRAIN_00857.png,-1
TRAIN_00858.png,1611
TRAIN_00859.png,-1
TRAIN_00860.png,2155
TRAIN_00861.png,2138
TRAIN_00862.png,1997
TRAIN_00863.png,1611
TRAIN_00864.png,-1
TRAIN_00865.png,1675
TRAIN_00866.png,2155
TRAIN_00867.png,-1
TRAIN_00868.png,1675
TRAIN_00869.png,-1
TRAIN_00870.png,2155
TRAIN_00871.png,2126
TRAIN_00872.png,238
TRAIN_00873.png,1675
TRAIN_00874.png,2155
TRAIN_00875.png,-1
TRAIN_00876.png,-1
TRAIN_00877.png,238
TRAIN_00878.png,2126
TRAIN_00879.png,2155
TRAIN_00880.png,238
TRAIN_00881.png,2126
TRAIN_00882.png,1732
TRAIN_00883.png,1997
TRAIN_00884.png,1976
TRAIN_00885.png,-1
TRAIN_00886.png,1769
TRAIN_00887.png,1732
TRAIN_00888.png,1996
TRAIN_00889.png,1997
TRAIN_00890.png,1976
TRAIN_00891.png,1769
TRAIN_00892.png,1675
TRAIN_00893.png,1976
TRAIN_00894.png,1769
TRAIN_00895.png,-1
TRAIN_00896.png,1351
TRAIN_00897.png,1733
TRAIN_00898.png,1351
TRAIN_00899.png,1417
TRAIN_00900.png,1733
TRAIN_00901.png,1351
TRAIN_00902.png,1733
TRAIN_00903.png,1733
TRAIN_00904.png,1351
TRAIN_00905.png,1733
TRAIN_00906.png,1417
TRAIN_00907.png,1351
TRAIN_00908.png,1733
TRAIN_00909.png,1417
TRAIN_00910.png,1351
TRAIN_00911.png,1417
TRAIN_00912.png,1351
TRAIN_00913.png,1417
TRAIN_00914.png,1417
TRAIN_00915.png,1351
TRAIN_00916.png,1733
TRAIN_00917.png,1417
TRAIN_00918.png,1351
TRAIN_00919.png,1417
TRAIN_00920.png,1417
TRAIN_00921.png,1351
TRAIN_00922.png,1417
TRAIN_00923.png,1417
TRAIN_00924.png,937
TRAIN_00925.png,223
TRAIN_00926.png,1810
TRAIN_00927.png,223
TRAIN_00928.png,223
TRAIN_00929.png,937
TRAIN_00930.png,937
TRAIN_00931.png,223
TRAIN_00932.png,1810
TRAIN_00933.png,223
TRAIN_00934.png,223
TRAIN_00935.png,1810
TRAIN_00936.png,223
TRAIN_00937.png,223
TRAIN_00938.png,1417
TRAIN_00939.png,1810
TRAIN_00940.png,1417
TRAIN_00941.png,-1
TRAIN_00942.png,1417
TRAIN_00943.png,1417
TRAIN_00944.png,1417
TRAIN_00945.png,1810
TRAIN_00946.png,1417
TRAIN_00947.png,1417
TRAIN_00948.png,1810
TRAIN_00949.png,1417
TRAIN_00950.png,-1
TRAIN_00951.png,-1
TRAIN_00952.png,796
TRAIN_00953.png,1753
TRAIN_00954.png,796
TRAIN_00955.png,1753
TRAIN_00956.png,1976
TRAIN_00957.png,796
TRAIN_00958.png,1976
TRAIN_00959.png,1753
TRAIN_00960.png,796
TRAIN_00961.png,1976
TRAIN_00962.png,1753
TRAIN_00963.png,796
TRAIN_00964.png,1686
TRAIN_00965.png,1753
TRAIN_00966.png,796
TRAIN_00967.png,1753
TRAIN_00968.png,974
TRAIN_00969.png,438
TRAIN_00970.png,1686
TRAIN_00971.png,796
TRAIN_00972.png,1686
TRAIN_00973.png,1753
TRAIN_00974.png,1641
TRAIN_00975.png,1686
TRAIN_00976.png,1753
TRAIN_00977.png,974
TRAIN_00978.png,1686
TRAIN_00979.png,438
TRAIN_00980.png,1992
TRAIN_00981.png,46
TRAIN_00982.png,862
TRAIN_00983.png,46
TRAIN_00984.png,-1
TRAIN_00985.png,1992
TRAIN_00986.png,-1
TRAIN_00987.png,46
TRAIN_00988.png,2150
TRAIN_00989.png,-1
TRAIN_00990.png,46
TRAIN_00991.png,862
TRAIN_00992.png,-1
TRAIN_00993.png,46
TRAIN_00994.png,862
TRAIN_00995.png,46
TRAIN_00996.png,2092
TRAIN_00997.png,-1
TRAIN_00998.png,-1
TRAIN_00999.png,862
TRAIN_01000.png,-1
TRAIN_01001.png,46
TRAIN_01002.png,2150
TRAIN_01003.png,-1
TRAIN_01004.png,-1
TRAIN_01005.png,2092
TRAIN_01006.png,-1
TRAIN_01007.png,-1
TRAIN_01008.png,1753
TRAIN_01009.png,2150
TRAIN_01010.png,1753
TRAIN_01011.png,2150
TRAIN_01012.png,736
TRAIN_01013.png,1753
TRAIN_01014.png,736
TRAIN_01015.png,2150
TRAIN_01016.png,1753
TRAIN_01017.png,736
TRAIN_01018.png,862
TRAIN_01019.png,1753
TRAIN_01020.png,736
TRAIN_01021.png,2150
TRAIN_01022.png,974
TRAIN_01023.png,314
TRAIN_01024.png,-1
TRAIN_01025.png,314
TRAIN_01026.png,-1
TRAIN_01027.png,974
TRAIN_01028.png,1976
TRAIN_01029.png,314
TRAIN_01030.png,1255
TRAIN_01031.png,-1
TRAIN_01032.png,314
TRAIN_01033.png,-1
